instructor_id,name,expertise_area,rating,join_date
i08559,Olivia Smith,Design,4.3,7/4/2020
i08560,Olivia Moore,Music,3.8,10/15/2018
i08561,Arjun Patel,Physics,3.2,10/24/2019
i08562,Aarav Lee,Data Science,4.6,2/27/2021
i08563,Emma Smith,Music,4,8/19/2018
i08564,Lucas Martin,Biology,4.4,5/31/2018
i08565,Aanya Brown,Design,3.9,7/22/2020
i08566,Karan Martin,Design,4.9,8/1/2021
i08567,Riya Smith,Biology,3.9,4/28/2018
i08568,Karan Verma,Physics,3.5,5/31/2020
i08569,Riya Smith,Design,4,2/15/2019
i08570,Isabella Brown,AI,4.3,10/17/2019
i08571,Arjun Davis,Data Science,3.8,6/29/2020
i08572,Noah Moore,Biology,3.6,2/9/2019
i08573,Riya Patel,Physics,3.9,12/29/2018
i08574,Emma Sharma,Design,3.3,11/20/2019
i08575,Eva Martin,Design,4.9,1/20/2019
i08576,Sophia Brown,Business,4.1,9/9/2019
i08577,Karan Patel,Biology,3.1,11/15/2020
i08578,Mia Martin,Programming,5,12/24/2021
i08579,Meera Johnson,Programming,4.8,6/12/2018
i08580,Zara Hall,Business,4.5,6/19/2018
i08581,Aanya Verma,Physics,4.7,6/6/2019
i08582,Aarav Sharma,History,3.1,9/10/2018
i08583,Liam Wilson,Business,4.8,11/21/2020
i08584,Riya Martin,Programming,4.4,2/5/2018
i08585,Liam Wilson,Biology,3.4,10/31/2021
i08586,Zara Miller,Biology,3.4,6/4/2019
i08587,Liam Johnson,Programming,4,12/19/2020
i08588,Lucas Lee,Programming,4.5,7/5/2018
i08589,Sophia Smith,Design,4,10/8/2019
i08590,Vihaan Hall,Music,3.6,3/20/2021
i08591,Riya Smith,Programming,4.7,6/4/2019
i08592,Riya Lee,AI,4,5/7/2018
i08593,Zara Thomas,Business,4.6,4/2/2021
i08594,Lucas Lewis,Math,4.8,3/23/2019
i08595,Mia Wilson,Biology,4.5,9/27/2020
i08596,Mia Miller,Programming,3.4,10/13/2018
i08597,Eva Miller,Music,4.4,2/16/2021
i08598,Aarav Thomas,Business,4.9,2/20/2020
i08599,Liam Lewis,Biology,4.3,11/1/2018
i08600,Liam Clark,Design,4.6,4/3/2019
i08601,Isabella Lee,Programming,4.1,11/26/2020
i08602,Aanya Miller,Data Science,3.5,12/26/2019
i08603,Aarav Smith,Biology,3.8,5/26/2020
i08604,Arjun Verma,History,3.9,12/31/2020
i08605,Sophia Lewis,Math,3.6,4/21/2020
i08606,Mia Verma,AI,3.3,1/4/2018
i08607,Vihaan Brown,AI,3.6,1/21/2020
i08608,Ethan Davis,Math,3.8,9/9/2019
i08609,Mia Lewis,AI,4.4,1/1/2021
i08610,Riya Davis,Math,4.7,10/22/2019
i08611,Amelia Singh,Biology,3.7,5/26/2018
i08612,Riya Moore,Math,3.4,5/12/2020
i08613,Vihaan Thomas,Biology,4.4,5/10/2021
i08614,Emma Smith,Physics,3.9,5/21/2018
i08615,Noah Brown,Design,3.2,12/20/2021
i08616,Noah Martin,Physics,4,1/8/2019
i08617,Mia Johnson,Design,4.8,12/11/2020
i08618,Liam Lee,AI,4.6,7/18/2018
i08619,Amelia Thomas,Physics,4.9,4/17/2018
i08620,Lucas Davis,Design,4.3,12/10/2021
i08621,Arjun Martin,Business,3.1,11/8/2018
i08622,Karan Sharma,History,3.9,12/26/2019
i08623,Isabella Taylor,Business,4.8,1/4/2018
i08624,Karan Singh,Data Science,4.9,3/10/2018
i08625,Vihaan Davis,Design,3.1,4/12/2018
i08626,Vihaan Moore,Design,4.4,1/18/2020
i08627,Karan Patel,AI,3.7,1/13/2019
i08628,Karan Walker,Math,3.1,9/4/2018
i08629,Meera Thomas,Business,3.6,12/1/2021
i08630,Amelia Lee,Design,3.9,6/20/2021
i08631,Meera Thomas,Music,4.1,3/12/2020
i08632,Noah Martin,Programming,3.4,10/13/2018
i08633,Zara Taylor,Programming,4.8,1/28/2021
i08634,Mia Thomas,Physics,4.3,6/13/2021
i08635,Eva Verma,Biology,4.4,12/25/2020
i08636,Sophia Moore,History,4.6,10/22/2018
i08637,Amelia Smith,AI,3.5,1/13/2021
i08638,Isabella Sharma,Physics,4.2,9/7/2020
i08639,Aanya Hall,Music,4.6,3/18/2019
i08640,Eva Johnson,Design,3.6,9/13/2019
i08641,Zara Taylor,Data Science,3.3,7/26/2020
i08642,Mia Patel,AI,4.3,9/16/2021
i08643,Olivia Wilson,Programming,3.1,8/5/2020
i08644,Vihaan Smith,History,3.8,10/22/2021
i08645,Arjun Singh,Biology,4.3,5/27/2018
i08646,Benjamin Walker,AI,4.7,7/4/2021
i08647,Vihaan Johnson,Music,3.5,2/26/2021
i08648,Mia Brown,Design,4.4,7/10/2020
i08649,Amelia Sharma,AI,3.1,10/31/2020
i08650,Lucas Davis,AI,4.9,7/31/2020
i08651,Noah Lee,Physics,4.1,8/4/2021
i08652,Vihaan Johnson,History,3.5,4/2/2018
i08653,Aarav Verma,Biology,4.9,2/20/2021
i08654,Mia Davis,Music,4.2,7/11/2018
i08655,Vihaan Smith,Programming,4.6,6/14/2021
i08656,Eva Miller,Design,3.5,7/17/2019
i08657,Eva Brown,History,4.3,11/23/2020
i08658,Liam Lewis,AI,3.7,9/13/2018
i08659,Ethan Lewis,History,4.1,6/8/2020
i08660,Riya Smith,Physics,4.4,4/4/2020
i08661,Isabella Lee,Physics,4.9,5/21/2019
i08662,Benjamin Davis,Biology,4.3,2/23/2019
i08663,Aarav Singh,Music,3.7,11/28/2020
i08664,Ethan Singh,Programming,4.3,9/13/2021
i08665,Aarav Lewis,Physics,4.9,5/24/2021
i08666,Amelia Davis,Business,3.9,1/25/2020
i08667,Benjamin Patel,Design,3.4,9/12/2018
i08668,Amelia Singh,Physics,4.6,8/25/2018
i08669,Meera Singh,Business,4.6,9/16/2018
i08670,Mia Walker,Biology,3.9,10/23/2021
i08671,Amelia Brown,Business,4,10/12/2020
i08672,Olivia Martin,Business,4.2,9/5/2018
i08673,Ethan Singh,AI,3.1,11/23/2021
i08674,Lucas Sharma,AI,4.7,4/24/2019
i08675,Meera Clark,Music,3.3,12/2/2021
i08676,Eva Moore,Design,3.7,2/10/2021
i08677,Aanya Johnson,Biology,4,3/21/2018
i08678,Lucas Hall,Programming,4.5,2/18/2021
i08679,Emma Thomas,Physics,4.7,1/9/2019
i08680,Noah Lewis,Data Science,3.2,8/4/2020
i08681,Sophia Taylor,Biology,3.2,6/16/2021
i08682,Olivia Verma,Physics,4.8,4/14/2018
i08683,Emma Davis,Physics,4.9,4/17/2021
i08684,Arjun Moore,Programming,3.5,12/16/2018
i08685,Eva Smith,AI,4.8,7/18/2020
i08686,Meera Lewis,Design,4.5,8/17/2020
i08687,Vihaan Anderson,AI,4.7,11/21/2018
i08688,Mia Taylor,AI,3.5,2/28/2018
i08689,Zara Moore,History,4.9,12/18/2018
i08690,Aanya Smith,Biology,4.5,7/27/2018
i08691,Olivia Davis,Programming,4.8,10/15/2020
i08692,Meera Davis,Biology,3.6,8/28/2021
i08693,Sophia Davis,Biology,5,12/28/2020
i08694,Noah Martin,Music,4.5,11/27/2020
i08695,Liam Brown,Physics,4.4,2/10/2018
i08696,Vihaan Taylor,Design,4.9,10/24/2018
i08697,Sophia Patel,History,3.9,10/19/2020
i08698,Mia Johnson,Data Science,3.7,9/7/2020
i08699,Ethan Brown,Data Science,3.9,12/16/2021
i08700,Sophia Anderson,AI,4.7,8/3/2018
i08701,Isabella Clark,Business,4.5,4/18/2020
i08702,Eva Anderson,Math,4.5,1/10/2021
i08703,Lucas Martin,History,4.5,9/1/2020
i08704,Noah Taylor,Business,3.1,10/16/2021
i08705,Amelia Walker,History,3.4,9/1/2021
i08706,Zara Moore,Biology,4.8,3/18/2019
i08707,Benjamin Lewis,Biology,4.3,3/4/2019
i08708,Zara Davis,Programming,3.6,8/2/2018
i08709,Isabella Walker,Design,5,1/13/2021
i08710,Noah Wilson,Business,4.2,8/11/2021
i08711,Olivia Johnson,Data Science,3.2,5/3/2020
i08712,Amelia Hall,Math,4.6,11/3/2021
i08713,Isabella Hall,Physics,4.7,10/11/2019
i08714,Lucas Verma,Design,3.3,3/12/2020
i08715,Arjun Walker,Biology,3.7,11/24/2020
i08716,Amelia Verma,History,4.2,10/19/2020
i08717,Arjun Walker,Biology,4,7/26/2019
i08718,Emma Moore,History,4.8,8/26/2020
i08719,Aanya Hall,Business,3.6,8/23/2019
i08720,Liam Verma,Biology,3.3,7/2/2019
i08721,Arjun Thomas,Business,3.7,11/23/2020
i08722,Vihaan Thomas,Data Science,3.4,7/10/2020
i08723,Aarav Verma,Design,3.7,3/30/2018
i08724,Aarav Verma,Math,4.6,1/2/2018
i08725,Amelia Lee,Data Science,4.9,6/14/2021
i08726,Arjun Verma,History,4.4,1/22/2019
i08727,Vihaan Brown,Music,3.9,12/30/2019
i08728,Sophia Anderson,Physics,4.8,1/31/2021
i08729,Isabella Lewis,Math,4.2,11/10/2021
i08730,Liam Brown,Business,3.8,12/17/2018
i08731,Ethan Brown,Math,3.2,10/26/2020
i08732,Aarav Hall,Design,4.4,11/30/2021
i08733,Olivia Davis,History,4,6/12/2019
i08734,Mia Smith,Math,3.8,2/21/2021
i08735,Isabella Anderson,History,4.6,9/4/2020
i08736,Amelia Brown,Biology,4.1,11/13/2020
i08737,Mia Martin,Biology,4.8,1/5/2019
i08738,Meera Patel,History,4.8,4/7/2018
i08739,Olivia Verma,Music,4.5,2/10/2021
i08740,Eva Patel,Physics,3.5,1/19/2021
i08741,Isabella Wilson,Programming,3.5,3/4/2019
i08742,Emma Walker,History,3.5,3/4/2021
i08743,Benjamin Walker,Business,4.3,2/12/2020
i08744,Eva Johnson,Programming,4.6,1/28/2020
i08745,Emma Thomas,AI,4.2,8/27/2021
i08746,Amelia Davis,Physics,3.8,4/6/2018
i08747,Olivia Lewis,Math,4.6,5/26/2020
i08748,Isabella Martin,Biology,4.9,7/6/2019
i08749,Karan Davis,AI,3.8,2/13/2019
i08750,Lucas Sharma,Business,4.3,3/8/2019
i08751,Arjun Hall,Design,3.5,8/6/2021
i08752,Aarav Verma,Business,4.5,7/9/2018
i08753,Meera Davis,Programming,4.4,3/14/2018
i08754,Mia Anderson,Music,4.3,2/24/2019
i08755,Isabella Patel,Programming,4.8,10/14/2019
i08756,Riya Davis,Physics,4.8,7/7/2021
i08757,Karan Lewis,Biology,4.9,7/11/2020
i08758,Meera Hall,AI,4.7,8/16/2021
i08759,Aarav Thomas,Data Science,3.3,7/24/2019
i08760,Amelia Taylor,Math,3.9,10/8/2020
i08761,Liam Anderson,Data Science,5,9/13/2018
i08762,Meera Smith,Biology,4.1,1/2/2019
i08763,Zara Anderson,Biology,4.7,10/27/2018
i08764,Karan Moore,Biology,4.4,6/24/2020
i08765,Lucas Brown,Programming,4.1,1/19/2019
i08766,Sophia Hall,History,4.4,1/28/2018
i08767,Karan Patel,Data Science,3,12/21/2021
i08768,Benjamin Verma,History,4.6,10/16/2018
i08769,Riya Sharma,Business,3.3,8/2/2021
i08770,Sophia Taylor,Data Science,4.8,9/18/2021
i08771,Zara Sharma,Math,4.4,12/29/2021
i08772,Liam Anderson,Physics,3.2,3/28/2020
i08773,Benjamin Thomas,Physics,3.1,1/23/2019
i08774,Aanya Lewis,Music,4.8,1/15/2020
i08775,Eva Davis,Business,3.5,12/9/2020
i08776,Meera Thomas,History,3.8,6/1/2018
i08777,Emma Davis,Programming,3,4/4/2020
i08778,Liam Hall,Math,3.8,4/17/2019
i08779,Isabella Martin,Design,4.3,9/25/2019
i08780,Noah Smith,Design,5,9/20/2021
i08781,Zara Singh,Music,3.4,4/18/2021
i08782,Benjamin Johnson,Physics,4,5/28/2021
i08783,Noah Anderson,Business,4.9,7/2/2020
i08784,Aarav Moore,Data Science,4.4,11/2/2021
i08785,Vihaan Wilson,Music,3.9,1/24/2020
i08786,Vihaan Taylor,Biology,3.3,7/27/2021
i08787,Ethan Taylor,Music,3.4,3/19/2018
i08788,Zara Lee,Math,3.6,6/11/2018
i08789,Ethan Martin,Math,3.6,8/2/2021
i08790,Amelia Clark,AI,4.1,12/26/2019
i08791,Aarav Johnson,Biology,4.2,1/4/2018
i08792,Meera Taylor,Data Science,3.8,11/5/2020
i08793,Aarav Anderson,Design,3.1,4/10/2021
i08794,Arjun Lee,Biology,5,3/4/2019
i08795,Riya Hall,Physics,3.1,2/11/2019
i08796,Mia Patel,AI,3.6,1/27/2020
i08797,Riya Anderson,Business,4.5,6/10/2020
i08798,Aanya Brown,Programming,3.9,2/24/2019
i08799,Sophia Lee,Data Science,4.9,12/5/2021
i08800,Ethan Singh,Design,4.5,12/12/2021
i08801,Sophia Wilson,Business,3.5,6/30/2018
i08802,Sophia Lee,Physics,4.3,8/31/2021
i08803,Eva Brown,Physics,4,6/28/2020
i08804,Noah Clark,Business,3.1,9/18/2020
i08805,Ethan Taylor,History,3.1,8/1/2018
i08806,Olivia Smith,Physics,3.7,9/11/2021
i08807,Aarav Lee,Business,4.2,2/8/2018
i08808,Amelia Johnson,Data Science,4.1,2/17/2019
i08809,Meera Sharma,Programming,3.8,1/13/2018
i08810,Aanya Martin,AI,4.7,3/1/2020
i08811,Amelia Verma,Music,4.6,3/3/2020
i08812,Liam Hall,AI,4.9,10/23/2020
i08813,Meera Brown,Business,4.1,4/18/2019
i08814,Noah Sharma,Business,4.8,9/3/2021
i08815,Liam Walker,Data Science,4.3,8/17/2020
i08816,Noah Hall,Music,4.2,4/28/2021
i08817,Liam Walker,Biology,4.5,2/15/2019
i08818,Karan Martin,Physics,3.3,2/14/2020
i08819,Ethan Verma,Music,3.9,4/10/2021
i08820,Emma Lee,Design,4.9,2/23/2021
i08821,Aarav Hall,Design,4.4,5/1/2020
i08822,Emma Wilson,AI,4.3,12/9/2018
i08823,Isabella Brown,Physics,3.2,10/21/2018
i08824,Vihaan Singh,Programming,3.2,6/23/2018
i08825,Noah Clark,Physics,4.4,10/7/2021
i08826,Aanya Johnson,Programming,4.2,7/18/2020
i08827,Noah Johnson,Programming,4.8,10/25/2021
i08828,Sophia Smith,Data Science,3.3,8/1/2021
i08829,Ethan Walker,Design,4.4,11/16/2019
i08830,Benjamin Singh,Music,4.1,3/15/2018
i08831,Karan Thomas,Music,3,10/15/2018
i08832,Isabella Anderson,Biology,4.7,2/12/2018
i08833,Eva Verma,History,4.6,10/9/2019
i08834,Riya Anderson,AI,4,5/25/2019
i08835,Amelia Moore,Math,3.9,4/25/2020
i08836,Zara Lee,Biology,4.2,3/30/2020
i08837,Eva Johnson,AI,4.2,3/3/2021
i08838,Liam Lewis,Biology,4,6/29/2018
i08839,Noah Martin,Math,4,10/23/2020
i08840,Liam Patel,Biology,4,7/6/2021
i08841,Sophia Thomas,Music,3.1,5/24/2019
i08842,Vihaan Martin,Music,3.2,1/27/2018
i08843,Arjun Singh,Programming,4.5,5/9/2018
i08844,Aarav Clark,Business,3.8,1/7/2021
i08845,Benjamin Anderson,Music,4.8,11/17/2020
i08846,Ethan Hall,Data Science,4.5,5/14/2020
i08847,Emma Anderson,Math,4.5,8/19/2018
i08848,Riya Sharma,Business,3.9,8/19/2020
i08849,Vihaan Sharma,Music,3.6,2/19/2020
i08850,Mia Clark,Programming,3,4/23/2018
i08851,Emma Miller,Biology,3.4,3/2/2018
i08852,Emma Walker,Physics,3.7,9/23/2019
i08853,Aarav Davis,Math,4.6,11/2/2018
i08854,Noah Thomas,History,4.9,6/25/2019
i08855,Liam Lewis,Physics,3.8,8/13/2018
i08856,Noah Sharma,Business,4,1/22/2018
i08857,Olivia Sharma,Physics,4.2,11/19/2019
i08858,Mia Martin,Design,4.8,12/11/2021
i08859,Meera Brown,Programming,4.4,2/17/2021
i08860,Karan Brown,AI,3.4,12/1/2020
i08861,Mia Smith,Math,4.2,10/2/2021
i08862,Mia Miller,Physics,4.8,6/16/2019
i08863,Amelia Hall,Programming,3.9,11/2/2018
i08864,Riya Walker,Design,4,6/1/2019
i08865,Zara Moore,Data Science,3,3/31/2018
i08866,Noah Taylor,History,3.7,9/9/2021
i08867,Olivia Miller,Design,4.9,11/23/2020
i08868,Liam Wilson,Data Science,4.7,5/23/2019
i08869,Meera Martin,Design,3.4,10/14/2018
i08870,Noah Smith,History,4,11/19/2021
i08871,Vihaan Wilson,Biology,3.7,1/3/2018
i08872,Noah Patel,History,4.5,3/4/2020
i08873,Mia Verma,Programming,4.7,9/19/2019
i08874,Sophia Thomas,Design,3.3,9/22/2020
i08875,Zara Thomas,Physics,3.1,5/13/2021
i08876,Karan Walker,History,3.6,9/19/2018
i08877,Noah Miller,Math,3.1,6/10/2019
i08878,Noah Taylor,History,4.3,6/14/2021
i08879,Aarav Taylor,Design,4.2,11/3/2018
i08880,Aarav Moore,Design,3.5,7/12/2021
i08881,Aarav Taylor,Business,3.6,1/5/2020
i08882,Amelia Patel,History,4.3,6/9/2018
i08883,Arjun Lee,Math,4.1,2/29/2020
i08884,Riya Verma,Design,4.6,6/4/2018
i08885,Isabella Thomas,Business,3.8,1/26/2018
i08886,Liam Walker,Programming,3.3,6/17/2020
i08887,Meera Thomas,Business,3.9,6/11/2019
i08888,Sophia Wilson,AI,4,11/16/2019
i08889,Benjamin Lee,Design,4.8,11/7/2021
i08890,Mia Singh,Music,4.1,8/12/2019
i08891,Sophia Anderson,AI,3.7,12/7/2019
i08892,Aarav Anderson,Music,3.8,6/1/2019
i08893,Riya Thomas,Programming,3.2,1/30/2019
i08894,Ethan Sharma,Business,4,6/19/2019
i08895,Lucas Verma,Business,4.2,10/12/2021
i08896,Lucas Lee,Music,3.5,3/5/2019
i08897,Amelia Moore,Math,4.1,11/27/2020
i08898,Emma Lee,Music,3.2,1/19/2021
i08899,Sophia Clark,History,4.8,11/20/2018
i08900,Aarav Verma,Biology,3.4,5/4/2020
i08901,Aanya Anderson,Math,3.4,11/4/2020
i08902,Mia Moore,Design,5,7/18/2018
i08903,Vihaan Brown,Music,3.2,9/11/2019
i08904,Eva Davis,Design,3.9,2/2/2019
i08905,Amelia Wilson,Design,3.1,4/30/2018
i08906,Zara Singh,Data Science,3.4,3/14/2020
i08907,Meera Thomas,Music,4.9,8/15/2021
i08908,Amelia Thomas,Math,3.5,6/20/2019
i08909,Sophia Sharma,Data Science,4.5,4/10/2021
i08910,Ethan Brown,Biology,4.1,2/22/2019
i08911,Sophia Lewis,AI,3.3,3/17/2019
i08912,Olivia Anderson,Data Science,4.3,8/23/2018
i08913,Isabella Clark,Math,4.7,7/31/2021
i08914,Aarav Hall,Math,3.6,7/30/2021
i08915,Aarav Smith,History,4.2,5/16/2021
i08916,Arjun Sharma,Business,4.1,8/19/2020
i08917,Mia Miller,AI,3,3/24/2020
i08918,Lucas Brown,History,4.4,3/15/2020
i08919,Arjun Sharma,History,4.5,9/5/2021
i08920,Liam Lewis,Data Science,3.7,12/14/2021
i08921,Eva Walker,Music,3.4,3/18/2018
i08922,Isabella Lewis,History,5,12/27/2021
i08923,Karan Smith,History,4,12/7/2018
i08924,Meera Singh,Physics,4,4/20/2020
i08925,Arjun Hall,Programming,3.6,2/13/2021
i08926,Aanya Wilson,Design,3.5,9/18/2018
i08927,Amelia Sharma,Programming,3.5,1/3/2020
i08928,Isabella Thomas,AI,4,4/14/2020
i08929,Riya Sharma,Math,4.5,10/30/2019
i08930,Noah Wilson,Physics,4.4,4/25/2021
i08931,Benjamin Taylor,Physics,3.7,5/13/2019
i08932,Eva Taylor,Business,4.1,7/6/2021
i08933,Zara Hall,Programming,4.3,5/14/2019
i08934,Aarav Patel,Data Science,3.8,12/3/2018
i08935,Aarav Taylor,Physics,3.4,2/18/2021
i08936,Meera Smith,History,4.1,4/7/2019
i08937,Karan Lewis,Programming,4.8,5/20/2020
i08938,Mia Sharma,Data Science,3.9,9/19/2019
i08939,Mia Anderson,Biology,3.4,12/13/2019
i08940,Karan Johnson,Business,4.2,3/18/2020
i08941,Aanya Thomas,AI,3.2,9/16/2021
i08942,Arjun Thomas,Music,3.5,9/29/2020
i08943,Aarav Hall,Music,4,3/1/2021
i08944,Olivia Hall,Data Science,4.7,9/23/2019
i08945,Karan Smith,Biology,4.9,2/20/2021
i08946,Eva Thomas,Business,4.4,12/24/2020
i08947,Amelia Hall,Design,3.1,2/27/2020
i08948,Olivia Lewis,Programming,4.9,4/3/2021
i08949,Noah Johnson,Biology,3.1,6/20/2018
i08950,Vihaan Singh,Music,3.4,4/27/2021
i08951,Sophia Smith,History,4,2/11/2018
i08952,Olivia Anderson,Data Science,3.3,10/31/2020
i08953,Lucas Brown,History,4.3,8/27/2019
i08954,Amelia Sharma,Design,3.9,10/30/2019
i08955,Sophia Davis,Business,4.8,1/20/2021
i08956,Arjun Hall,Business,3.3,5/15/2018
i08957,Aarav Moore,Data Science,4,3/18/2021
i08958,Amelia Johnson,History,4.6,6/13/2021
i08959,Zara Wilson,Music,3.2,10/1/2021
i08960,Karan Patel,Math,3,6/19/2021
i08961,Meera Sharma,Biology,3.7,5/19/2020
i08962,Karan Hall,Math,4.2,9/2/2018
i08963,Aanya Singh,Math,3.8,1/9/2020
i08964,Isabella Wilson,Math,4.8,6/18/2020
i08965,Riya Lewis,Programming,3.9,7/8/2021
i08966,Aanya Brown,AI,3.1,6/16/2021
i08967,Aanya Moore,Design,4.1,4/27/2021
i08968,Riya Johnson,Physics,4.9,3/4/2018
i08969,Karan Davis,Data Science,4.4,6/10/2018
i08970,Arjun Miller,AI,4.3,9/21/2018
i08971,Olivia Martin,Data Science,3.2,5/2/2018
i08972,Liam Martin,History,4.4,9/2/2018
i08973,Olivia Sharma,Biology,3.9,4/23/2020
i08974,Zara Lewis,Programming,4.1,11/18/2018
i08975,Arjun Wilson,AI,3.9,5/4/2021
i08976,Karan Lewis,Programming,4.9,4/27/2020
i08977,Karan Taylor,Math,3.8,2/19/2020
i08978,Benjamin Davis,Programming,3.1,12/28/2020
i08979,Mia Miller,Programming,4.2,12/2/2018
i08980,Ethan Lee,Programming,5,6/8/2019
i08981,Noah Patel,Biology,4.9,1/23/2021
i08982,Liam Walker,Math,3.3,5/27/2021
i08983,Aanya Clark,Design,3.4,5/18/2019
i08984,Emma Wilson,Biology,4.6,12/1/2018
i08985,Aarav Johnson,AI,3.5,1/30/2019
i08986,Zara Verma,History,4.3,8/10/2020
i08987,Emma Miller,Design,4.6,12/13/2021
i08988,Isabella Walker,Math,4.6,8/19/2018
i08989,Sophia Davis,Business,4.4,7/29/2021
i08990,Benjamin Wilson,Programming,3.1,7/28/2018
i08991,Benjamin Lee,History,3.4,11/3/2020
i08992,Sophia Miller,History,5,2/10/2020
i08993,Mia Wilson,Design,3.5,6/27/2019
i08994,Eva Johnson,Design,3.8,4/21/2021
i08995,Aanya Patel,Math,4.4,6/24/2019
i08996,Benjamin Lewis,Business,5,11/10/2018
i08997,Arjun Moore,History,4.8,8/22/2020
i08998,Isabella Davis,Physics,3.9,4/26/2018
i08999,Sophia Clark,Music,3.9,8/17/2018
i09000,Lucas Singh,Data Science,3.6,10/6/2019
i09001,Eva Martin,Physics,3.4,2/18/2018
i09002,Arjun Clark,Math,4.4,2/21/2020
i09003,Emma Wilson,AI,3.5,1/4/2021
i09004,Riya Verma,Biology,3.2,3/30/2019
i09005,Emma Moore,Physics,3.5,1/14/2020
i09006,Ethan Brown,Biology,3.5,1/11/2020
i09007,Amelia Johnson,Math,3.7,12/26/2020
i09008,Aanya Patel,History,3.1,5/24/2018
i09009,Liam Taylor,AI,4.3,2/9/2019
i09010,Benjamin Hall,Music,3.5,10/8/2019
i09011,Aanya Anderson,Physics,4.2,3/6/2019
i09012,Olivia Patel,Design,3.1,5/20/2019
i09013,Lucas Miller,Music,3.1,3/24/2019
i09014,Aanya Davis,Programming,4.1,3/9/2021
i09015,Ethan Clark,Design,4.2,4/9/2020
i09016,Zara Verma,Physics,3.4,5/26/2020
i09017,Riya Clark,Music,3.6,11/12/2021
i09018,Emma Wilson,Business,4.4,10/23/2019
i09019,Lucas Martin,Business,4.7,10/16/2020
i09020,Mia Johnson,AI,4.8,7/4/2018
i09021,Amelia Anderson,AI,4.1,6/22/2021
i09022,Vihaan Johnson,Programming,4.3,11/19/2019
i09023,Noah Moore,Math,3.8,10/23/2020
i09024,Isabella Lee,Physics,4.8,5/17/2019
i09025,Olivia Walker,Physics,3.5,12/3/2019
i09026,Emma Thomas,Math,3.9,6/26/2021
i09027,Olivia Martin,AI,3.8,11/2/2018
i09028,Mia Taylor,Music,3.2,1/25/2020
i09029,Amelia Lewis,Math,4.7,12/10/2019
i09030,Lucas Johnson,Business,4.2,4/21/2020
i09031,Zara Miller,Business,3.7,3/13/2018
i09032,Noah Brown,Programming,4.4,11/18/2020
i09033,Mia Anderson,Programming,3.9,7/23/2018
i09034,Meera Lewis,Physics,3.3,8/3/2018
i09035,Aanya Smith,AI,4.4,11/27/2020
i09036,Mia Walker,Programming,4.1,10/30/2018
i09037,Arjun Moore,Music,4.5,10/11/2019
i09038,Isabella Hall,Math,3.5,6/6/2021
i09039,Aanya Verma,Math,4.1,4/19/2021
i09040,Aarav Martin,Physics,3.4,8/4/2019
i09041,Meera Walker,Data Science,3.5,3/18/2020
i09042,Noah Singh,Music,3.9,9/13/2020
i09043,Aanya Martin,Design,3.7,10/4/2021
i09044,Zara Johnson,Biology,3.9,9/12/2018
i09045,Isabella Lewis,AI,3.4,1/15/2018
i09046,Ethan Thomas,Music,4.9,7/8/2019
i09047,Benjamin Verma,Data Science,3.7,2/17/2020
i09048,Sophia Johnson,Programming,4.8,4/18/2021
i09049,Emma Lee,Business,3.4,3/27/2021
i09050,Arjun Lewis,AI,3.4,9/17/2021
i09051,Amelia Moore,Programming,4.5,6/6/2020
i09052,Aarav Johnson,AI,3.4,6/1/2021
i09053,Noah Patel,Data Science,3.8,6/18/2020
i09054,Liam Brown,History,4.2,1/27/2018
i09055,Vihaan Johnson,Physics,4,9/21/2020
i09056,Sophia Lewis,Music,4.5,11/24/2021
i09057,Riya Singh,Programming,3,11/12/2021
i09058,Aarav Verma,Music,4.4,8/1/2019
i09059,Aarav Patel,AI,4.8,11/26/2019
i09060,Zara Smith,Programming,3.3,3/15/2021
i09061,Vihaan Miller,History,4.7,2/23/2018
i09062,Zara Smith,History,3.5,10/4/2019
i09063,Ethan Anderson,Business,4.9,2/1/2018
i09064,Aarav Brown,Data Science,3.1,12/7/2021
i09065,Noah Johnson,Data Science,4.3,8/29/2021
i09066,Ethan Johnson,Design,3.2,12/14/2019
i09067,Noah Lee,Business,3.2,7/26/2020
i09068,Riya Davis,Physics,3.7,7/1/2018
i09069,Aanya Moore,Design,4.9,1/25/2020
i09070,Vihaan Hall,History,4.4,4/27/2020
i09071,Ethan Lewis,Music,3.1,1/6/2018
i09072,Vihaan Miller,AI,4.9,1/29/2018
i09073,Karan Davis,Math,4,10/10/2019
i09074,Zara Anderson,Biology,4.4,8/2/2019
i09075,Sophia Martin,Business,3.3,9/25/2020
i09076,Noah Walker,AI,4.1,11/11/2018
i09077,Meera Thomas,History,4.4,3/2/2018
i09078,Emma Taylor,Math,3.2,1/7/2020
i09079,Lucas Sharma,AI,4.9,7/11/2021
i09080,Meera Taylor,AI,3.5,9/25/2020
i09081,Riya Clark,Music,4.4,7/26/2021
i09082,Ethan Smith,Biology,3.2,3/12/2020
i09083,Aanya Johnson,Data Science,4.4,12/20/2019
i09084,Arjun Moore,Math,4.4,3/31/2018
i09085,Emma Johnson,Biology,3.9,6/26/2018
i09086,Benjamin Brown,Music,4.8,12/24/2020
i09087,Zara Verma,History,4,12/20/2020
i09088,Aanya Moore,History,4.4,5/6/2018
i09089,Amelia Sharma,Biology,3.9,4/4/2018
i09090,Benjamin Anderson,Data Science,4.2,9/16/2018
i09091,Olivia Verma,History,4.3,4/22/2019
